Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people’s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
31355,0,0,0,0,-2,-1,-1,0,0,0,-1,-2,2,-1,0,2,-1,1,-1,-1,0,1,0,0,-2,-1,0,0,-1,-2,-2,0,1,0,2,2,-1,-2,2,-2,-1,1,-3,1,-1,0,0,0,3,0,0,-1,1,0,2,0,0,2,0,2,INTP
31356,0,0,-1,1,-2,0,-1,0,-1,0,2,0,0,-1,2,-2,1,3,2,0,0,3,0,0,-2,0,-2,0,0,0,-1,0,-1,0,-2,2,-1,-2,0,-2,-2,-1,-2,3,-1,0,-2,0,3,-1,-1,0,-1,0,-1,0,0,0,2,0,INTJ
31357,0,0,2,-1,0,0,-2,0,-1,1,-1,-2,0,0,1,-1,1,-1,2,0,0,0,0,-1,2,-3,0,0,0,3,-2,0,-3,0,-2,0,0,2,1,2,2,0,-2,1,1,0,-1,0,1,0,1,-1,3,0,-1,1,0,-2,-2,-1,ISTP
31358,0,-1,0,-3,0,3,-2,0,-2,0,1,3,-1,0,-2,-1,1,-3,1,-1,0,1,0,0,0,-1,-2,0,-2,0,1,1,0,0,-1,2,1,2,-2,0,0,0,-3,1,-2,0,-2,0,0,0,0,0,2,0,-1,0,0,1,0,-2,ESTJ
31359,0,-1,1,-2,-2,3,1,0,1,0,2,0,-1,-1,1,0,2,0,1,1,1,2,0,0,0,-3,-1,0,-1,-1,-1,0,1,0,-1,2,1,-1,-3,1,1,1,-1,2,-2,1,2,0,-2,0,0,0,1,0,3,0,0,3,2,3,INFJ
31360,0,0,3,0,-3,1,-3,0,1,0,0,2,0,-2,1,2,-2,-2,-2,0,1,1,0,0,-2,-1,1,0,0,-2,-2,0,2,0,1,0,-1,0,-2,-1,-3,3,1,3,1,0,2,0,2,0,0,0,-1,0,3,0,0,0,0,-1,INFJ
31361,0,1,1,-2,2,-3,-1,0,-1,0,1,-1,0,1,0,1,-1,-2,-1,-1,0,0,0,0,-1,-1,1,0,2,0,1,0,-2,0,2,-2,1,0,0,-2,2,-1,1,0,-1,0,2,0,0,0,0,0,0,0,1,1,0,0,-1,2,INTP
31362,0,0,0,-2,0,1,-2,0,-1,0,0,2,-1,-1,1,0,-2,0,0,2,0,0,0,0,-2,1,1,0,1,-1,0,0,1,0,-1,-2,1,2,-1,0,1,0,0,1,1,0,3,0,1,0,0,0,-2,0,-1,0,0,2,-1,-1,INFJ
31363,0,1,-3,2,-2,0,0,0,1,0,1,2,-2,2,-2,0,0,-3,1,-3,0,0,0,0,2,0,1,0,-3,-1,-1,0,1,0,1,1,0,-1,1,1,-3,-2,-2,3,2,0,-2,0,-2,0,0,0,-1,0,1,1,0,2,0,-1,ENTP
31364,-1,0,1,2,-2,-1,2,0,1,0,1,1,0,0,1,3,1,0,1,3,0,-1,0,0,0,-2,-2,0,-1,-1,-3,-1,0,0,0,2,1,-2,-2,3,2,-2,1,0,-1,0,-3,0,-2,0,0,0,-1,0,1,0,0,0,-1,1,INFJ
31365,0,0,-2,1,1,2,-1,0,1,0,-1,-1,0,1,0,0,-1,2,0,1,0,2,0,0,1,-1,-2,0,-1,-1,-2,1,0,0,-2,0,1,1,2,-2,-1,1,0,1,1,0,2,0,0,0,0,0,-3,0,2,0,0,2,-1,-1,ISFP
31366,0,0,-1,0,0,-1,-1,0,3,0,-1,1,1,3,2,0,2,-3,2,-1,0,0,0,0,2,1,0,0,-3,-2,0,0,-1,0,2,3,2,-1,0,2,-2,-2,0,-1,-1,1,-1,0,2,0,1,0,1,0,-1,0,0,3,0,-1,ISFJ
31367,0,0,2,-1,2,1,0,0,0,0,1,1,0,1,1,1,0,1,-2,-1,-1,0,0,0,0,1,-3,0,0,3,2,0,-2,0,2,0,-2,-1,2,-1,-1,1,-1,1,-2,0,1,1,0,0,0,0,2,0,2,0,-1,0,-1,2,ISTJ
31368,0,0,0,-1,0,1,-2,0,-2,0,-2,0,2,-2,-1,2,0,-1,0,-1,0,-1,0,0,-1,-2,1,0,-2,-3,1,0,1,-1,1,-1,-1,-2,-2,0,-2,0,1,2,-1,0,0,0,2,0,0,0,-1,0,0,0,0,0,1,0,ESTJ
31369,0,0,1,0,0,-2,-2,0,1,0,2,1,1,0,-2,-1,0,1,-2,-1,0,-1,0,-1,1,0,-1,0,1,1,-1,-1,0,0,0,-1,2,2,2,2,-2,-2,0,1,0,-1,2,0,-1,0,0,0,0,0,0,0,0,1,0,0,ENFJ
31370,0,0,1,2,2,-2,-2,0,3,0,2,1,1,1,-1,-1,0,-2,0,1,0,0,0,-1,2,-1,1,0,3,0,-2,0,-1,1,0,1,1,0,2,0,-2,-2,0,0,1,-1,2,0,1,0,0,1,-1,0,1,0,0,3,-1,3,ENFJ
31371,0,0,-1,-2,0,0,-2,0,1,-1,-1,-1,3,-1,-1,-1,2,3,1,-2,0,-2,0,0,-1,2,2,0,0,0,1,0,3,0,-1,0,1,0,0,0,2,0,0,2,-1,0,2,0,1,0,0,0,-1,0,0,0,1,1,2,0,ENTJ
31372,0,0,-1,0,-1,0,2,0,-1,-1,1,0,-1,2,-2,0,2,-2,-1,-1,1,0,0,0,-1,2,2,1,-2,0,-2,0,2,0,1,-3,1,-2,0,1,0,0,1,-2,2,0,-1,0,2,0,0,0,1,0,-1,1,1,2,-1,1,ESTP
31373,0,0,0,2,-1,0,0,1,1,0,-1,1,2,-2,0,-1,0,1,-1,2,0,2,0,0,-1,0,2,0,-2,1,0,0,-2,0,-1,3,2,-3,0,2,0,-3,1,3,1,0,-2,0,1,0,0,0,-1,0,-1,0,0,0,-2,-2,ISFP
31374,0,0,2,-2,1,1,3,0,1,0,-3,2,-1,-1,1,-1,-2,1,0,1,0,0,0,0,2,-1,0,0,1,-3,-2,0,-2,0,-2,-1,0,2,1,0,1,-1,0,-1,-1,0,1,0,1,0,0,1,-2,0,3,-1,0,1,-1,1,ISTP
31375,0,0,1,2,1,-2,-1,-1,3,0,1,1,2,0,-2,0,0,2,0,-1,0,0,0,0,-2,0,-1,0,1,2,-2,0,1,0,1,-1,2,1,1,0,0,-1,1,2,2,0,3,-1,-2,0,-1,0,-1,0,3,0,0,0,-2,1,ENFJ
31376,0,0,2,-2,2,0,-1,0,1,0,1,-1,0,-1,1,0,-2,0,3,0,-1,-1,0,0,1,0,0,0,-2,2,2,0,-1,0,2,-2,-2,-1,-1,1,1,-1,3,0,3,-1,2,0,2,0,0,0,-1,0,0,0,0,-2,2,-1,ESTP
31377,0,0,-1,-3,0,-1,-2,1,-1,0,-1,-2,0,1,0,0,1,-2,1,-1,0,1,0,0,-1,3,2,0,0,1,-1,0,-3,0,2,0,0,-1,1,0,-1,2,-1,0,1,0,-3,0,1,0,1,-1,1,0,1,0,0,-1,-1,1,INTP
31378,1,0,1,0,1,2,-1,0,3,0,2,-1,0,-1,1,0,-1,0,1,0,0,-2,0,0,0,0,0,0,3,-3,-1,0,-1,-1,1,-1,-2,1,-1,0,1,-3,1,-2,-1,0,-1,0,-1,0,0,-1,-2,0,1,0,0,-1,-2,-1,ISTP
31379,-1,0,2,-1,1,2,-1,0,1,0,2,-2,-2,-2,0,1,1,2,-1,1,0,1,0,0,0,2,-1,-1,1,0,1,0,-1,1,1,2,0,-2,1,-2,1,-2,3,0,-1,0,-1,0,-1,0,1,0,1,0,2,0,0,-1,-1,0,ISTJ
31380,0,0,-2,-1,1,2,2,0,-1,0,-1,1,-1,-1,-1,1,0,-3,2,3,0,2,0,0,0,0,1,1,-2,-1,-1,1,0,0,0,-1,-1,2,1,0,0,0,0,1,0,1,2,0,0,0,0,0,2,0,-2,0,0,2,-1,-2,ESFJ
31381,0,0,2,-2,-1,0,3,0,-1,0,1,3,2,1,1,1,1,-1,-1,-1,0,-2,0,-1,3,-1,-1,0,1,1,-1,0,-2,0,1,1,-1,2,2,0,0,0,0,-1,-2,0,0,0,-2,0,0,0,1,0,-1,0,0,2,1,1,ESFP
31382,1,0,-3,2,-1,-2,0,0,2,0,1,1,-1,0,-3,1,-2,-3,0,0,0,1,0,0,-1,3,1,0,-1,1,-1,0,1,0,2,-3,-1,-3,0,-1,0,2,-2,0,-3,0,-1,0,1,1,0,0,0,0,1,0,0,-1,-3,2,INTP
31383,0,0,2,0,-1,0,-1,0,-1,0,2,1,-3,-1,1,-3,-1,0,2,2,0,2,0,0,-3,0,1,0,-2,1,3,0,-1,0,3,-2,-1,1,-3,1,2,-1,0,-2,1,0,1,0,-3,0,0,0,1,0,-1,0,0,2,-1,1,ESTP
31384,0,0,-1,0,2,0,3,0,-1,0,-1,2,1,-1,1,-2,-1,1,2,2,0,1,0,1,2,0,-2,0,1,1,-1,0,0,0,-1,-1,0,1,1,-2,-2,-2,2,0,0,0,-3,0,3,0,0,0,1,0,0,0,0,-3,-3,-1,ISTP
31385,0,0,1,-3,1,-1,1,0,1,0,-2,-2,0,-1,2,0,-1,0,0,-1,0,-1,0,0,1,-2,0,0,-1,-2,-1,0,-1,0,0,1,-1,3,2,0,-1,-1,2,0,0,-1,1,0,3,0,0,0,0,0,1,-1,0,-1,1,1,ISTP
31386,1,0,1,-2,2,3,2,0,1,0,2,-3,-2,1,1,-3,-1,-2,1,-1,0,-1,0,0,-2,-3,0,0,-1,1,2,0,2,0,0,-2,-3,1,0,2,1,0,3,1,1,0,2,0,-1,0,0,1,3,-1,0,0,0,0,0,-2,ESTP
31387,0,0,-2,1,0,-1,0,0,-2,-1,2,-1,-1,-1,-1,-2,1,-1,-2,1,1,-2,0,0,-1,2,-1,0,1,-2,-1,0,0,-1,1,-1,-1,0,1,0,-1,1,-2,0,3,0,-1,0,2,0,0,0,1,0,3,0,0,-1,-1,0,ESTP
31388,1,0,2,1,-2,2,1,0,-1,0,0,1,0,1,3,-2,1,2,1,1,0,1,0,0,0,-1,-1,0,-2,0,1,0,-1,0,-1,1,1,-1,0,-3,-3,-2,0,2,1,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-2,-2,ISFP
31389,0,0,-2,-2,2,2,-2,0,-2,0,1,-1,0,-2,0,-2,-1,-2,-1,0,0,-1,0,0,-2,-3,-1,0,1,0,-1,-1,-2,0,-1,1,0,3,0,0,1,0,-1,-2,2,0,2,0,-1,-1,0,0,1,0,-2,0,0,2,2,-3,ESTJ
31390,0,0,0,0,-2,1,0,0,2,0,0,1,-1,-2,-1,-3,-2,2,0,1,0,0,0,0,2,-1,0,0,-1,-2,0,1,-1,0,-2,3,1,1,1,-1,1,2,-3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,-3,0,ISFP
31391,0,0,0,-2,1,3,-3,0,1,0,0,-1,2,-1,0,-2,1,0,3,-2,0,0,-1,0,-1,-2,2,-1,1,-2,2,0,0,0,-1,2,1,2,0,-1,1,-2,-2,-1,-3,0,1,0,2,0,0,0,-2,0,-1,0,0,0,0,-1,ENTJ
31392,0,0,-2,-1,2,-1,0,0,3,-1,-3,2,1,1,0,-1,2,1,2,1,0,1,0,0,-2,0,1,-1,0,-2,1,0,0,0,-1,-2,0,2,2,-2,0,0,-1,2,-1,0,0,0,1,0,0,0,-3,0,1,-1,0,0,-1,-1,ENTJ
31393,1,0,-3,0,1,3,0,0,-1,0,-1,1,0,1,-2,-1,3,-2,-2,-2,0,0,0,0,0,3,1,0,0,-1,2,0,-1,0,2,-2,-1,-1,-1,1,0,0,1,2,-2,0,1,0,-1,0,0,0,0,0,-1,-1,1,2,0,-1,ESTJ
31394,0,0,0,0,2,1,0,0,2,0,2,-2,-2,-1,2,2,-1,-1,0,0,0,1,0,0,-2,2,0,0,2,0,0,1,-1,0,0,1,-1,-1,3,-2,3,-1,2,1,0,0,-3,0,-1,0,0,0,2,0,2,0,0,0,-2,-2,ISTJ
31395,1,0,1,1,1,-1,-2,-1,2,0,1,2,0,2,-2,-1,2,1,-1,1,0,0,0,0,0,1,-1,-1,1,1,0,0,2,0,2,-2,1,1,0,1,0,-2,-1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0,-1,ENFJ
31396,-1,0,-2,-1,-2,0,0,0,2,0,-1,-1,-1,-3,2,-2,1,2,2,0,0,0,0,0,2,1,0,1,3,-2,0,0,-2,0,1,-2,1,0,1,3,1,1,0,-1,0,0,-2,0,-2,-1,0,0,0,0,3,1,1,0,1,-2,ISTJ
31397,1,0,-2,1,2,2,-2,0,2,0,-1,-2,1,0,-1,-1,0,1,0,1,0,-1,0,0,1,1,-1,0,0,-1,2,0,0,0,-2,2,0,0,2,-1,0,-2,-1,-1,-3,0,2,0,0,0,0,0,0,0,3,0,0,0,0,-2,ENTJ
31398,0,0,1,0,-2,-2,2,0,1,0,-2,0,-1,0,1,-1,0,1,-1,-1,0,-1,-1,1,1,-2,1,0,1,-2,-2,1,-1,0,-2,1,0,-1,-2,-1,3,0,-1,1,0,0,2,0,2,1,0,0,2,0,-1,0,0,2,-2,1,ENTP
31399,0,0,-1,0,-1,1,-2,0,-2,1,-1,0,3,1,-1,3,2,0,0,-2,0,-2,0,0,0,2,-2,0,-1,-2,0,0,-1,0,1,2,1,0,0,-3,2,0,1,-1,-2,0,3,0,0,0,0,0,1,0,-1,-1,0,-1,1,-1,ENTP
31400,-1,0,1,0,3,1,2,0,0,0,2,-1,0,1,1,-3,-1,-1,2,-1,0,-1,0,0,-2,-2,1,0,-2,1,2,1,3,-1,2,-1,-1,2,-1,1,0,0,2,1,1,0,-1,0,0,0,0,0,2,0,2,0,0,-2,2,-2,ESTP
31401,0,1,2,0,-2,1,-1,1,1,0,0,1,-2,-1,1,1,-2,-1,-1,-2,0,1,1,1,0,-1,2,0,1,-3,-1,0,1,0,3,-1,1,1,-2,0,-2,1,0,1,1,0,0,0,2,0,0,0,0,0,3,0,0,1,0,-2,INFJ
31402,0,-1,-2,1,-2,-2,-2,0,1,0,-2,0,-1,0,3,-2,1,-1,0,-2,0,1,0,1,0,1,3,0,-3,-2,3,0,-2,1,2,0,2,-1,2,0,0,0,-1,2,1,0,-1,0,0,0,0,0,3,0,1,0,0,0,1,-1,ENTP
31403,0,0,-1,1,-2,-2,-1,1,-1,0,0,-1,2,2,-2,0,2,-1,1,-1,0,-1,0,0,1,-1,2,0,-2,-1,0,0,-2,0,0,1,0,-1,0,-3,0,-1,-2,0,0,0,1,0,1,0,0,0,0,1,-2,1,0,2,-2,-1,ENTP
31404,0,0,0,-1,0,-1,0,0,0,0,1,-1,0,3,1,0,2,3,1,2,0,3,0,0,-2,-1,0,0,0,3,-1,0,2,0,-3,1,0,-1,-1,-1,-3,0,-3,2,-3,0,-1,0,1,0,0,0,3,0,3,-1,0,2,0,-1,INTJ
31405,0,0,1,-2,-3,1,-2,0,0,0,0,1,-1,-1,0,-1,-1,-1,-2,0,-1,-1,0,0,0,-1,0,0,-2,1,0,0,-2,0,2,-1,-1,2,-2,-2,1,-1,2,0,0,0,-2,0,-3,0,0,0,-2,0,-1,0,0,-1,-2,2,ESFP
31406,0,0,2,1,0,0,-2,0,2,0,1,-1,0,0,3,-3,1,2,-2,3,0,1,0,0,-1,1,-2,0,0,3,-1,0,2,0,-1,-2,-1,0,0,0,-2,0,-1,0,-2,0,-1,0,2,0,0,-1,2,0,0,0,0,2,2,0,INTJ
31407,0,1,3,1,0,0,0,0,0,0,2,0,-2,0,-1,-1,-2,0,-1,-1,0,1,0,0,-1,2,-3,0,2,0,0,0,0,0,0,1,-1,1,0,-1,-1,2,0,1,-3,1,2,0,0,0,0,0,1,0,1,0,0,1,-1,1,ESFJ
31408,0,0,1,1,-3,2,0,0,-1,0,0,0,-1,2,1,-3,-2,-1,2,-2,-1,2,-1,1,1,0,0,0,-1,1,1,0,0,0,0,-1,-1,-1,1,3,0,0,1,1,-2,0,1,0,2,0,0,0,0,0,-1,0,0,2,1,-1,ENFP
31409,-1,0,1,-1,0,0,-2,0,-3,0,1,-1,-2,-1,0,-1,-1,2,-2,2,0,1,0,-1,0,-3,0,0,1,1,-3,0,-2,0,0,1,0,1,0,-1,3,-3,-1,2,0,-1,-2,0,3,0,0,0,0,0,0,0,0,-2,-3,-1,ISTP
31410,0,0,-1,0,-2,-2,-1,0,1,0,-2,1,-2,1,1,0,0,1,1,-2,0,1,0,-1,-1,0,1,0,1,-2,-1,0,1,0,0,-3,-3,1,1,-2,0,2,0,2,-1,0,-1,0,1,0,0,0,2,0,0,0,0,0,2,0,ISFJ
31411,0,0,1,3,1,0,0,0,1,0,0,-3,2,-3,-1,1,-3,2,2,2,0,1,0,0,0,-2,0,0,-3,1,2,-1,1,0,1,1,1,-1,1,-2,-2,0,2,-1,-1,0,-1,0,-1,0,0,0,1,0,3,0,0,-1,1,-2,ISFJ
31412,0,0,-1,1,0,1,-1,0,-2,0,-1,1,0,-2,-3,-1,2,-1,0,-2,0,1,0,0,-1,0,-2,0,-1,1,1,0,-1,0,-2,2,2,-1,0,0,1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,0,-3,0,0,2,1,0,ESTJ
31413,0,0,1,0,2,3,-2,0,-1,0,2,-3,0,0,0,-1,3,0,1,-1,0,-2,0,0,-2,0,-2,0,-2,-1,-3,0,-1,0,0,2,0,3,0,-1,1,-1,-1,-1,-1,0,-2,1,2,0,0,0,-2,0,1,0,0,2,1,-1,ENTJ
31414,0,0,-1,0,0,2,1,-1,-2,0,-1,1,1,0,0,-1,0,1,0,-1,0,-1,0,0,2,-1,2,0,2,-3,-2,0,3,0,1,2,1,-1,1,0,1,-1,-2,-1,0,1,2,0,3,0,0,0,0,0,0,0,0,-2,0,-1,ENTJ
31415,-1,0,1,1,-2,-3,2,0,0,0,1,1,2,1,1,1,2,2,-2,1,0,2,0,0,-3,0,-1,0,-2,2,-2,0,2,0,-3,2,2,-2,-1,-2,-2,-1,-3,3,-2,-1,-2,0,-1,0,0,0,1,0,2,0,0,1,1,-1,INTJ
31416,0,0,0,-1,3,2,1,0,2,0,-3,2,0,-1,1,2,2,1,0,-1,-1,2,-1,0,1,0,1,0,-2,1,-1,0,2,1,-1,0,-3,1,1,-1,2,-1,1,0,1,-1,1,0,0,0,0,0,1,0,1,0,0,3,-1,-1,ESFJ
31417,0,-1,2,1,0,0,1,0,0,0,-2,0,0,0,2,-1,0,3,-2,1,0,-2,0,0,2,0,-1,0,0,1,1,1,2,0,2,-2,2,3,1,1,-3,0,-1,1,2,0,0,1,-2,0,0,0,-1,0,1,0,0,-1,-1,2,ENFJ
31418,1,-1,3,1,2,-2,-1,0,1,0,1,2,1,1,-2,-1,1,-1,-2,1,0,-1,0,0,0,3,0,0,1,2,-3,0,0,0,0,1,2,0,-1,2,-3,-3,-1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,-1,0,ENFJ
31419,0,0,-1,-2,-2,1,-2,0,2,0,-1,0,-1,2,2,-1,1,1,1,1,0,0,0,0,2,0,-2,0,-3,-2,-3,1,-2,0,-1,3,0,2,2,-1,1,1,0,0,0,0,0,0,3,0,0,0,-1,0,0,0,0,0,-2,1,ISFP
31420,1,0,0,2,-1,-1,2,0,0,-1,-2,1,1,-2,1,-2,1,0,2,3,0,1,0,-1,0,0,-1,0,-1,3,1,0,-2,0,1,1,0,0,-2,1,-2,1,2,-3,-2,0,-1,1,1,0,0,0,-2,0,0,0,1,-2,2,1,ISFJ
31421,0,0,-2,1,-1,3,-3,0,2,0,-1,0,3,-1,1,-2,2,-1,-1,2,0,0,0,0,3,0,-1,0,-2,-1,1,0,-3,0,-3,0,0,0,2,-3,-1,-3,1,3,2,0,-1,0,-1,0,-1,0,-1,0,-3,0,0,0,-2,-1,ISFP
31422,0,0,0,3,0,-1,1,0,-1,0,1,-1,1,1,1,2,1,-1,-1,-2,-1,1,0,0,-2,-1,1,0,1,1,0,0,-2,0,2,2,-1,-2,1,-1,2,1,1,0,-1,0,1,0,-1,1,0,0,1,1,1,0,1,0,1,1,INTP
31423,-1,0,-2,0,2,1,0,0,-1,0,1,-1,-1,-3,1,-3,1,-2,2,-1,0,0,0,1,-1,-1,0,0,-1,0,-1,-1,-2,0,2,1,-1,2,-3,-2,0,-1,-2,1,1,0,-3,0,0,0,0,1,0,0,-2,0,1,-1,0,-3,ESTJ
31424,1,-1,-2,0,-1,2,0,0,1,0,-1,1,-2,2,0,-2,0,1,-1,1,0,0,0,0,2,-1,-2,0,-2,-1,-1,0,-2,0,-1,1,3,2,2,-2,0,1,0,-1,2,0,0,0,-2,-1,0,0,-1,0,1,0,0,-1,-1,1,ISFP
31425,0,0,-1,-1,1,2,0,1,-3,0,0,-1,0,-1,0,-1,1,-1,0,-2,0,0,-1,0,0,0,-3,0,0,-3,0,0,-1,0,-1,1,-3,1,0,0,0,-1,-2,-1,1,0,1,1,1,0,0,0,3,0,-2,0,0,-1,1,0,ESTJ
31426,0,1,2,-2,-2,-1,-2,0,0,-1,-2,2,-1,0,2,3,-2,-2,-1,0,1,0,0,0,-1,0,0,0,0,0,-1,0,1,0,-1,0,-2,-1,1,-1,-1,1,1,2,2,0,-2,1,2,0,0,-1,-1,0,1,0,0,1,-1,2,INFJ
31427,0,0,0,1,1,1,1,0,0,0,-1,-3,0,-1,-3,-3,1,2,-1,0,0,1,0,0,0,1,0,0,-1,-1,-2,1,2,0,0,0,1,2,1,0,1,-1,1,-2,-1,0,1,0,1,0,0,0,1,0,-1,0,-1,0,0,-3,ENTJ
31428,0,0,2,-1,0,2,-1,0,0,0,0,-2,-2,-2,0,-1,-2,-3,2,-1,0,-2,0,0,0,1,2,0,0,0,2,0,0,0,0,-1,-1,1,1,0,0,-3,2,1,3,0,3,0,1,0,0,0,0,0,0,0,0,-2,1,1,ESTP
31429,0,-1,3,-2,0,-3,-3,0,-1,0,3,2,-1,2,2,-3,1,-3,1,0,0,0,0,0,0,-1,0,0,3,1,-1,0,-2,0,-2,1,3,3,2,-2,1,-1,2,-1,0,0,-1,0,1,0,0,0,1,0,-3,0,0,0,-2,-2,ISTP
31430,0,0,1,-2,-1,-1,1,0,1,0,-1,-2,2,-1,0,1,2,0,-1,-1,0,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,-3,1,-2,-1,1,3,1,0,-2,0,0,0,0,0,-2,0,-1,0,0,-3,3,2,INFP
31431,1,0,0,-1,-2,-1,1,0,-3,1,1,-1,1,0,3,-1,0,0,-1,-1,0,2,0,0,0,0,-2,0,3,-1,0,0,0,0,-1,-3,1,1,1,0,-1,0,-1,-1,0,0,0,0,-2,0,0,0,1,0,2,0,0,-1,0,1,ISTJ
31432,-1,0,1,-2,1,1,1,0,1,0,-1,0,0,-1,0,-1,-1,2,-1,1,0,0,0,-1,-3,0,2,0,2,-2,1,0,-2,-1,1,0,-2,-1,1,1,-1,0,-3,0,-2,0,-1,0,2,0,0,0,-2,0,-1,0,0,-2,1,-2,INFP
31433,0,0,3,1,2,-2,-1,0,-1,0,1,-1,-1,1,2,1,2,1,-1,-1,0,-2,0,0,0,0,1,0,-2,1,0,0,-1,0,3,2,1,0,2,-2,0,0,2,-1,1,1,-2,0,1,1,0,0,0,-1,-3,0,0,0,0,1,ENFP
31434,0,0,0,-1,0,0,-1,0,1,0,-2,0,0,1,3,0,0,0,2,2,0,0,0,0,0,-2,1,0,0,0,-1,0,1,0,-1,3,1,2,2,2,2,1,-1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,2,-2,2,ISFP
31435,0,0,-2,1,-3,2,-2,0,2,0,1,0,2,2,0,-3,0,2,3,2,0,0,0,0,0,-2,-3,1,0,-3,-1,0,-1,0,-1,1,0,-1,2,-2,2,1,0,-3,3,0,0,0,1,0,0,0,-1,1,1,0,0,-1,-1,-1,ISFP
31436,0,0,-1,-1,-3,-2,0,0,0,0,-1,-1,2,-1,2,-1,2,1,1,-1,0,1,0,0,-2,-2,-1,0,-1,-2,0,0,-3,0,0,0,2,2,0,1,1,0,-2,2,2,0,-3,0,1,0,0,-1,2,0,1,0,0,0,0,1,ISTJ
31437,0,0,1,-1,-2,-2,-2,0,2,0,1,-1,2,3,1,-2,0,-1,0,2,0,1,0,0,1,0,-1,0,2,0,-1,0,-1,0,-1,0,1,1,1,-2,-1,-2,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,-1,1,1,ISTP
31438,0,0,1,2,-1,0,-3,0,1,0,-1,2,0,-3,1,0,3,3,-1,0,0,2,0,1,0,1,2,0,0,-3,-1,0,-3,1,-1,2,2,0,3,-1,-1,-2,1,0,-2,0,-3,-1,-2,0,0,0,-1,0,-3,0,0,2,0,-1,ISFP
31439,0,0,3,-1,0,3,-1,-1,3,0,1,0,1,2,0,1,2,2,2,-1,0,3,0,0,-1,-1,3,0,0,-1,1,0,3,0,0,1,-1,-2,-1,-3,3,-1,0,2,-2,0,0,1,-1,0,-1,0,0,0,0,0,0,1,2,2,INFP
31440,0,0,0,-3,1,-2,1,0,1,0,-1,-2,-1,-3,2,-2,-2,2,1,1,0,1,0,0,3,-3,-2,0,2,-1,-1,0,0,0,-1,1,-1,-1,2,3,-2,-1,1,0,-2,0,-1,0,1,0,0,0,2,0,1,1,0,-1,0,0,ISTP
31441,-1,-1,1,-2,-1,-2,0,0,-1,0,2,-2,1,-1,-1,-2,1,0,-1,1,0,2,-1,0,-2,1,0,0,3,-2,-2,0,-2,1,-1,-2,1,3,0,-1,1,-2,0,-3,0,0,1,0,-1,0,0,0,3,1,1,0,0,-1,2,2,ISTJ
